#,Código,Endereço,Bairro,Latitude,Longitude,Foto,Croqui
224,BIG-047,"Alameda Júlia da Costa, 1405 - Bigorrilho",Bigorrilho,"-25,43183","-49,290227",Ver foto,ver croqui
225,BIG-048,"Alameda Princesa Izabel, 1415 - Bigorrilho",Bigorrilho,"-25,433148","-49,290761",Ver foto,ver croqui
226,BIG-049,"Alameda Júlia da Costa, 1796 - Bigorrilho",Bigorrilho,"-25,433466","-49,294461",Ver foto,ver croqui
227,BIG-051,"Praça Alfredo Andersen, 1908 - Bigorrilho",Bigorrilho,"-25,433893","-49,292679",Ver foto,ver croqui
228,BIG-052,"Avenida Cândido Hartmann, 90 - Bigorrilho",Bigorrilho,"-25,432302","-49,288291",Ver foto,ver croqui
229,BIG-053,"Avenida Cândido Hartmann, 435 - Bigorrilho",Bigorrilho,"-25,431453","-49,290976",Ver foto,ver croqui
230,BIG-054,"Rua Saldanha Marinho, 1320 - Bigorrilho",Bigorrilho,"-25,433361","-49,284416",Ver foto,ver croqui
231,BIG-055,"Alameda Presidente Taunay, 826 - Bigorrilho",Bigorrilho,"-25,432748","-49,286741",Ver foto,ver croqui
232,BIG-056,"Rua Fernando Simas, 456 - Bigorrilho",Bigorrilho,"-25,431771","-49,288729",Ver foto,ver croqui
233,BIG-057,"Alameda Presidente Taunay, 1060 - Bigorrilho",Bigorrilho,"-25,430703","-49,287676",Ver foto,ver croqui
234,BIG-058,"Rua Fernando Simas, 357 - Bigorrilho",Bigorrilho,"-25,432571","-49,288359",Ver foto,ver croqui
235,BIG-059,"Alameda Júlia da Costa, 1425 - Bigorrilho",Bigorrilho,"-25,432213","-49,29069",Ver foto,ver croqui
236,BIG-060,"Rua Desembargador Motta, 2667 - Bigorrilho",Bigorrilho,"-25,432209","-49,284546",Ver foto,ver croqui
237,BIG-061,"Rua Desembargador Motta, 2600 - Centro",Bigorrilho,"-25,432838","-49,284218",Ver foto,ver croqui
238,BIG-062,"Alameda Princesa Izabel, 1000 - Bigorrilho",Bigorrilho,"-25,431667","-49,287028",Ver foto,ver croqui
239,BIG-063,"Rua Saldanha Marinho, 1650 - Bigorrilho",Bigorrilho,"-25,434519","-49,287329",Ver foto,ver croqui
240,BIG-064,"Alameda Presidente Taunay, 970 - Bigorrilho",Bigorrilho,"-25,431378","-49,287364",Ver foto,ver croqui
241,BIG-065,Rua Coronel Dulcídio - Bigorrilho,Bigorrilho,"-25,43525","-49,286613",Ver foto,ver croqui
242,BIG-066,"Rua Coronel Dulcídio, 41 - Bigorrilho",Bigorrilho,"-25,434623","-49,286856",Ver foto,ver croqui
243,BIG-067,"Rua Capitão Souza Franco, 540 - Bigorrilho",Bigorrilho,"-25,433614","-49,291495",Ver foto,ver croqui
244,BIG-068,"Rua Coronel Joaquim Ignácio Taborda Ribas, 684 - Bigorrilho",Bigorrilho,"-25,43437","-49,300746",Ver foto,ver croqui
245,BIG-069,"Rua Desembargador Otávio do Amaral, 614 - Bigorrilho",Bigorrilho,"-25,431336","-49,29411",Ver foto,ver croqui
246,BIG-070,"Rua Desembargador Otávio do Amaral, 691 - Bigorrilho",Bigorrilho,"-25,430834","-49,294399",Ver foto,ver croqui
247,BIG-071,"Rua Desembargador Otávio do Amaral, 716 - Bigorrilho",Bigorrilho,"-25,430504","-49,294399",Ver foto,ver croqui
248,BIG-072,"Rua Padre Agostinho, 1615 - Bigorrilho",Bigorrilho,"-25,429834","-49,294717",Ver foto,ver croqui
249,BIG-073,"Rua Padre Anchieta, 2454 - Bigorrilho",Bigorrilho,"-25,434152","-49,302543",Ver foto,ver croqui
250,BIG-074,"Rua Francisco Rocha, 1400 - Bigorrilho",Bigorrilho,"-25,434107","-49,294017",Ver foto,ver croqui
251,BIG-075,"Rua Francisco Rocha, 1435 - Bigorrilho",Bigorrilho,"-25,433867","-49,294157",Ver foto,ver croqui
252,BIG-076,"Rua Jerônimo Durski, 1719 - Campina do Siqueira",Bigorrilho,"-25,434834","-49,307174",Ver foto,ver croqui
253,BIG-077,Avenida Cândido Hartmann - Mercês,Bigorrilho,"-25,429092","-49,294342",Ver foto,ver croqui
254,BIG-078,"Rua Martim Afonso, 2434 - Bigorrilho",Bigorrilho,"-25,43444","-49,300373",Ver foto,ver croqui
255,BIG-079,"Avenida Cândido Hartmann, 750 - Mercês",Bigorrilho,"-25,429428","-49,29399",Ver foto,ver croqui
256,BIG-080,"Rua Padre Agostinho, 1626 - Bigorrilho",Bigorrilho,"-25,429659","-49,294766",Ver foto,ver croqui
257,BIG-081,Praça da Ucrânia - Bigorrilho,Bigorrilho,"-25,430032","-49,293272",Ver foto,ver croqui
258,BIG-082,"Rua Padre Anchieta, 1576 - Bigorrilho",Bigorrilho,"-25,431058","-49,294787",Ver foto,ver croqui
259,BIG-083,"Rua Padre Anchieta, 2339 - Bigorrilho",Bigorrilho,"-25,43419","-49,30193",Ver foto,ver croqui
260,BIG-084,"Rua Padre Anchieta, 2618 - Bigorrilho",Bigorrilho,"-25,434766","-49,30415",Ver foto,ver croqui
261,BIG-085,"Rua Padre Anchieta, 2618 - Bigorrilho",Bigorrilho,"-25,434925","-49,304456",Ver foto,ver croqui
262,BIG-086,"Rua Padre Anchieta, 2770 - Bigorrilho",Bigorrilho,"-25,435374","-49,305658",Ver foto,ver croqui
263,BIG-087,"Rua Fernando Simas, 534 - Bigorrilho",Bigorrilho,"-25,431308","-49,288951",Ver foto,ver croqui
264,BIG-088,"Rua Jerônimo Durski, 1843 - Campina do Siqueira",Bigorrilho,"-25,434083","-49,308194",Ver foto,ver croqui
265,BIG-089,"Rua Fernando Simas, 247 - Bigorrilho",Bigorrilho,"-25,433711","-49,287817",Ver foto,ver croqui
266,BIG-090,"Alameda Augusto Stellfeld, 1516 - Bigorrilho",Bigorrilho,"-25,433327","-49,28816",Ver foto,ver croqui
267,BIG-091,"Travessa Doutor Lourival Schwansee Tôrres, 351 - Bigorrilho",Bigorrilho,"-25,439849","-49,299389",Ver foto,ver croqui
268,BIG-092,"Rua José Domakoski, 455 - Bigorrilho",Bigorrilho,"-25,43858","-49,301213",Ver foto,ver croqui
269,BIG-093,"Rua Dona Alice Tibiriçá, 184 - Bigorrilho",Bigorrilho,"-25,438222","-49,300183",Ver foto,ver croqui
270,BIG-094,"Rua José Domakoski, 223 - Bigorrilho",Bigorrilho,"-25,437776","-49,299046",Ver foto,ver croqui
271,BIG-095,"Rua Jerônimo Durski, 1292 - Bigorrilho",Bigorrilho,"-25,436948","-49,303804",Ver foto,ver croqui
272,BIG-096,"Alameda Doutor Carlos de Carvalho, 1568 - Bigorrilho",Bigorrilho,"-25,436716","-49,289808",Ver foto,ver croqui
273,BIG-097,"Alameda Princesa Izabel, 2552 - Bigorrilho",Bigorrilho,"-25,436642","-49,299614",Ver foto,ver croqui
274,BIG-098,"Alameda Doutor Carlos de Carvalho, 1414 - Bigorrilho",Bigorrilho,"-25,436174","-49,288263",Ver foto,ver croqui
275,BIG-099,"Alameda Augusto Stellfeld, 2310 - Bigorrilho",Bigorrilho,"-25,436105","-49,295682",Ver foto,ver croqui
276,BIG-100,"Rua Saldanha Marinho, 1979 - Bigorrilho",Bigorrilho,"-25,435867","-49,290344",Ver foto,ver croqui
277,BIG-101,"Alameda Princesa Izabel, 2170 - Bigorrilho",Bigorrilho,"-25,435676","-49,297595",Ver foto,ver croqui
278,BIG-102,"Rua Gastão Câmara, 499 - Bigorrilho",Bigorrilho,"-25,43536","-49,303004",Ver foto,ver croqui
279,BIG-103,"Alameda Princesa Izabel, 2020 - Bigorrilho",Bigorrilho,"-25,435162","-49,296361",Ver foto,ver croqui
280,BIG-104,"Rua Capitão Souza Franco, 371 - Bigorrilho",Bigorrilho,"-25,435071","-49,291002",Ver foto,ver croqui
281,BIG-105,"Rua Alferes Ângelo Sampaio, 2300 - Bigorrilho",Bigorrilho,"-25,434955","-49,288555",Ver foto,ver croqui
282,BIG-106,"Rua Dona Alice Tibiriçá, 611 - Bigorrilho",Bigorrilho,"-25,434837","-49,301974",Ver foto,ver croqui
283,BIG-107,"Alameda Júlia da Costa, 2118 - Bigorrilho",Bigorrilho,"-25,434833","-49,297788",Ver foto,ver croqui
284,BIG-108,"Rua Bruno Filgueira, 1761 - Bigorrilho",Bigorrilho,"-25,434734","-49,29521",Ver foto,ver croqui
285,BIG-109,"Alameda Doutor Carlos de Carvalho, 928 - Bigorrilho",Bigorrilho,"-25,434596","-49,283674",Ver foto,ver croqui
286,BIG-110,"Alameda Júlia da Costa, 2054 - Bigorrilho",Bigorrilho,"-25,434416","-49,296704",Ver foto,ver croqui
287,BIG-111,"Alameda Augusto Stellfeld, 1735 - Bigorrilho",Bigorrilho,"-25,434336","-49,290591",Ver foto,ver croqui
288,BIG-112,"Praça Alfredo Andersen, 1908 - Bigorrilho",Bigorrilho,"-25,434102","-49,291441",Ver foto,ver croqui
289,BIG-113,"Alameda Augusto Stellfeld, 1594 - Bigorrilho",Bigorrilho,"-25,433763","-49,289102",Ver foto,ver croqui
290,BIG-114,"Rua Euclides da Cunha, 1347 - Bigorrilho",Bigorrilho,"-25,433678","-49,29852",Ver foto,ver croqui
291,BIG-115,"Rua General Aristides Athaýde Júnior, 561 - Bigorrilho",Bigorrilho,"-25,433242","-49,297318",Ver foto,ver croqui
292,BIG-116,"Alameda Júlia da Costa, 1680 - Bigorrilho",Bigorrilho,"-25,433086","-49,293338",Ver foto,ver croqui
293,BIG-117,"Rua Otelo Queirolo, 132 - Bigorrilho",Bigorrilho,"-25,432833","-49,30737",Ver foto,ver croqui
294,BIG-118,"Rua Otelo Queirolo, 132 - Bigorrilho",Bigorrilho,"-25,432826","-49,307316",Ver foto,ver croqui
295,BIG-119,"Rua Martim Afonso, 2021 - Bigorrilho",Bigorrilho,"-25,432825","-49,296213",Ver foto,ver croqui
296,BIG-120,"Rua Cézar Pastre, 31 - Bigorrilho",Bigorrilho,"-25,432736","-49,306533",Ver foto,ver croqui
297,BIG-121,"Rua Coronel Joaquim Ignácio Taborda Ribas, 968 - Bigorrilho",Bigorrilho,"-25,432356","-49,301931",Ver foto,ver croqui
298,BIG-122,"Rua Marechal José Bernardino Bormann, 1583 - Bigorrilho",Bigorrilho,"-25,43195","-49,300751",Ver foto,ver croqui
299,BIG-123,"Rua Desembargador Otávio do Amaral, 547 - Bigorrilho",Bigorrilho,"-25,431914","-49,293906",Ver foto,ver croqui
300,BIG-124,"Rua Lúcio Rasera, 975 - Bigorrilho",Bigorrilho,"-25,431554","-49,306597",Ver foto,ver croqui
301,BIG-125,"Rua Amábile Scaletti, 32 - Bigorrilho",Bigorrilho,"-25,430507","-49,303717",Ver foto,ver croqui
302,BIG-126,"Rua Marechal José Bernardino Bormann, 1743 - Bigorrilho",Bigorrilho,"-25,430457","-49,301438",Ver foto,ver croqui
303,BIG-127,"Rua Euclides da Cunha, 1800 - Bigorrilho",Bigorrilho,"-25,429992","-49,300472",Ver foto,ver croqui
304,BIG-128,"Rua General Aristides Athaýde Júnior, 1011 - Bigorrilho",Bigorrilho,"-25,429488","-49,299184",Ver foto,ver croqui
305,BIG-129,"Rua Martim Afonso, 951 - Bigorrilho",Bigorrilho,"-25,429256","-49,286651",Ver foto,ver croqui
306,BIG-130,"Rua Bruno Filgueira, 2431 - Bigorrilho",Bigorrilho,"-25,429062","-49,298112",Ver foto,ver croqui
307,BIG-131,"Rua Jacob Foltran, 95 - Bigorrilho",Bigorrilho,"-25,429015","-49,304382",Ver foto,ver croqui
308,BIG-132,"Rua Francisco Rocha, 2067 - Bigorrilho",Bigorrilho,"-25,428752","-49,297189",Ver foto,ver croqui
309,BIG-133,"Rua Júlia Wanderley, 1583 - Bigorrilho",Bigorrilho,"-25,428364","-49,299399",Ver foto,ver croqui
310,BIG-134,Rua Júlia Wanderley - Bigorrilho,Bigorrilho,"-25,427647","-49,297747",Ver foto,ver croqui
311,BIG-135,"Rua Noel Rosa, 35 - Bigorrilho",Bigorrilho,"-25,426195","-49,299704",Ver foto,ver croqui
312,BIG-136,"Rua Antônio Nogarolli, 278 - Bigorrilho",Bigorrilho,"-25,425565","-49,305069",Ver foto,ver croqui
313,BIG-137,"Rua Antônio Nogarolli, 100 - Bigorrilho",Bigorrilho,"-25,425042","-49,30288",Ver foto,ver croqui
314,BIG-138,"Rua Doutor Antônio Alves Souza, 39 - Bigorrilho",Bigorrilho,"-25,424596","-49,305541",Ver foto,ver croqui
315,CAB-001,"Rua Campos Sales, 300 - Alto da Glória",Cabral,"-25,41657","-49,262111",Ver foto,ver croqui
316,CAB-003,Avenida Munhoz da Rocha - Cabral,Cabral,"-25,411127","-49,254518",Ver foto,ver croqui
317,CAB-004,"Avenida João Gualberto, 2099 - Juvevê",Cabral,"-25,410348","-49,256355",Ver foto,ver croqui
318,CAB-005,"Avenida João Gualberto, 1259 - Alto da Glória",Cabral,"-25,41624","-49,261765",Ver foto,ver croqui
319,CAB-006,"Avenida João Gualberto, 2070 - Juvevê",Cabral,"-25,410492","-49,256035",Ver foto,ver croqui
320,CAB-007,"Avenida Paraná, 111 - Cabral",Cabral,"-25,409339","-49,255456",Ver foto,ver croqui
321,CAB-008,"Avenida Paraná, 133 - Cabral",Cabral,"-25,409066","-49,255146",Ver foto,ver croqui
322,CAB-009,"Avenida Paraná, 202 - Cabral",Cabral,"-25,40897","-49,254676",Ver foto,ver croqui
323,CAB-010,"Avenida Paraná, 250 - Cabral",Cabral,"-25,408581","-49,254275",Ver foto,ver croqui
324,CAB-011,Avenida Paraná - Cabral,Cabral,"-25,407472","-49,25329",Ver foto,ver croqui
325,CAB-012,"Avenida Paraná, 81 - Cabral",Cabral,"-25,409537","-49,255567",Ver foto,ver croqui
326,CAB-013,"Rua Augusto Severo, 901 - Alto da Glória",Cabral,"-25,415411","-49,263908",Ver foto,ver croqui
327,CAB-014,"Avenida Paraná, 67 - Cabral",Cabral,"-25,409977","-49,256003",Ver foto,ver croqui
328,CAB-015,"Rua Euzébio da Motta, 379 - Juvevê",Cabral,"-25,415094","-49,262964",Ver foto,ver croqui
329,CAB-016,"Rua Alberto Folloni, 104 - Juvevê",Cabral,"-25,414541","-49,263623",Ver foto,ver croqui
330,CAB-017,"Rua Alberto Folloni, 207 - Juvevê",Cabral,"-25,41393","-49,263744",Ver foto,ver croqui
331,CAB-019,"Rua Alberto Folloni, 225 - Juvevê",Cabral,"-25,413334","-49,26363",Ver foto,ver croqui
332,CAB-020,"Rua Alberto Folloni, 33 - Juvevê",Cabral,"-25,415111","-49,263725",Ver foto,ver croqui
333,CAB-021,"Rua Deputado Joaquim José Pedrosa, 220 - Cabral",Cabral,"-25,40811","-49,252517",Ver foto,ver croqui
334,CAB-022,"Rua Doutor Manoel Pedro, 251 - Cabral",Cabral,"-25,407312","-49,255016",Ver foto,ver croqui
335,CAB-023,"Rua Doutor Manoel Pedro, 365 - Cabral",Cabral,"-25,407867","-49,254278",Ver foto,ver croqui
336,CAB-024,"Avenida Paraná, 314 - Cabral",Cabral,"-25,408195","-49,253838",Ver foto,ver croqui
337,CAB-025,"Rua Doutor Manoel Pedro, 470 - Cabral",Cabral,"-25,408657","-49,25357",Ver foto,ver croqui
338,CAB-026,"Rua Deputado Joaquim José Pedrosa, 170 - Cabral",Cabral,"-25,408732","-49,253041",Ver foto,ver croqui
339,CAB-027,"Rua Euzébio da Motta, 249 - Alto da Glória",Cabral,"-25,415716","-49,2636",Ver foto,ver croqui
340,CAB-028,"Rua Euzébio da Motta, 334 - Alto da Glória",Cabral,"-25,415594","-49,263293",Ver foto,ver croqui
341,CAB-029,"Rua São Pedro, 133 - Cabral",Cabral,"-25,408562","-49,255411",Ver foto,ver croqui
342,CAB-030,"Rua São Pedro, 27 - Cabral",Cabral,"-25,407938","-49,256279",Ver foto,ver croqui
343,CAB-031,"Rua São Pedro, 61 - Cabral",Cabral,"-25,408283","-49,255836",Ver foto,ver croqui
344,CAB-032,"Rua Campos Sales, 323 - Alto da Glória",Cabral,"-25,415866","-49,262582",Ver foto,ver croqui
345,CAB-033,"Rua Chichorro Júnior, 364 - Cabral",Cabral,"-25,407602","-49,252851",Ver foto,ver croqui
346,CAB-034,"Rua Chichorro Júnior, 410 - Cabral",Cabral,"-25,407868","-49,252623",Ver foto,ver croqui
347,CAB-035,Avenida Paraná - Cabral,Cabral,"-25,410193","-49,255757",Ver foto,ver croqui
348,CAB-036,"Rua São Pedro, 347 - Cabral",Cabral,"-25,409781","-49,254056",Ver foto,ver croqui
349,CAB-037,"Rua Deputado Joaquim José Pedrosa, 58 - Cabral",Cabral,"-25,409428","-49,253724",Ver foto,ver croqui
350,CAB-038,"Rua Doutor Manoel Pedro, 510 - Cabral",Cabral,"-25,408943","-49,25323",Ver foto,ver croqui
351,CAB-039,"Rua Belém, 150 - Cabral",Cabral,"-25,407475","-49,254716",Ver foto,ver croqui
352,CAB-040,"Rua Deputado Joaquim José Pedrosa, 368 - Cabral",Cabral,"-25,407126","-49,251605",Ver foto,ver croqui
353,CAB-041,"Rua São Luiz, 139 - Cabral",Cabral,"-25,4067","-49,255725",Ver foto,ver croqui
354,CAB-042,Rua Doutor Manoel Pedro - Cabral,Cabral,"-25,406666","-49,256616",Ver foto,ver croqui
355,CAB-043,"Rua Belém, 281 - Cabral",Cabral,"-25,406603","-49,253901",Ver foto,ver croqui
356,CAB-044,Rua Deputado Joaquim José Pedrosa - Cabral,Cabral,"-25,406531","-49,251444",Ver foto,ver croqui
357,CAB-045,"Avenida Anita Garibaldi, 614 - Cabral",Cabral,"-25,406176","-49,257087",Ver foto,ver croqui
358,CAB-046,"Rua São Luiz, 304 - Cabral",Cabral,"-25,405944","-49,25477",Ver foto,ver croqui
359,CAB-047,Rua Chichorro Júnior - Cabral,Cabral,"-25,405562","-49,257066",Ver foto,ver croqui
360,CAB-048,"Rua Quintino Bocaiúva, 329 - Cabral",Cabral,"-25,405542","-49,252388",Ver foto,ver croqui
361,CAB-049,"Rua Belém, 398 - Cabral",Cabral,"-25,405478","-49,252914",Ver foto,ver croqui
362,CAB-050,"Rua Coronel João de Alencar Guimarães Filho, 656 - Cabral",Cabral,"-25,404936","-49,253729",Ver foto,ver croqui
363,CAB-051,Rua dos Funcionários - Cabral,Cabral,"-25,404767","-49,253118",Ver foto,ver croqui
364,CAM-001,"Alameda Princesa Izabel, 3420 - Campina do Siqueira",Campina do Siqueira,"-25,439574","-49,30714",Ver foto,ver croqui
365,CAM-013,"Rua João Kaviski, 79 - Campina do Siqueira",Campina do Siqueira,"-25,438443","-49,30313",Ver foto,ver croqui
366,CAM-014,"Rua Fernando Darif, 510 - Campina do Siqueira",Campina do Siqueira,"-25,440024","-49,306883",Ver foto,ver croqui
367,CAM-016,"Rua Monsenhor Ivo Zanlorenzi, 335 - Campina do Siqueira",Campina do Siqueira,"-25,438676","-49,310835",Ver foto,ver croqui
368,CAM-018,"Avenida Vicente Machado, 2412 - Campina do Siqueira",Campina do Siqueira,"-25,442249","-49,299445",Ver foto,ver croqui
369,CAM-019,Rua Rosa Neumann - Campina do Siqueira,Campina do Siqueira,"-25,432328","-49,313363",Ver foto,ver croqui
370,CAM-020,Mossunguê,Campina do Siqueira,"-25,436658","-49,318076",Ver foto,ver croqui
371,CAM-021,"Rua Carmelo Rangel, 1040 - Seminário",Campina do Siqueira,"-25,444637","-49,299692",Ver foto,ver croqui
372,CAM-022,"Rua Professor Pedro Viriato Parigot de Souza, 999 - Mossunguê",Campina do Siqueira,"-25,436666","-49,31887",Ver foto,ver croqui
373,CAM-023,"Avenida Vicente Machado, 2584 - Campina do Siqueira",Campina do Siqueira,"-25,442824","-49,30073",Ver foto,ver croqui
374,CAM-024,"Rua Jerônimo Durski, 541 - Campina do Siqueira",Campina do Siqueira,"-25,441535","-49,298037",Ver foto,ver croqui
375,CAM-025,"Rua Saldanha Marinho, 3649 - Campina do Siqueira",Campina do Siqueira,"-25,441232","-49,304788",Ver foto,ver croqui
376,CAM-026,"Alameda Doutor Carlos de Carvalho, 2707 - Campina do Siqueira",Campina do Siqueira,"-25,441099","-49,300204",Ver foto,ver croqui
377,CAM-027,"Rua João Kaviski, 247 - Campina do Siqueira",Campina do Siqueira,"-25,44037","-49,303297",Ver foto,ver croqui
378,CAM-028,"Rua José Domakoski, 900 - Campina do Siqueira",Campina do Siqueira,"-25,440021","-49,305292",Ver foto,ver croqui
379,CAM-029,"Rua Maria Grodz, 266 - Campina do Siqueira",Campina do Siqueira,"-25,439869","-49,30058",Ver foto,ver croqui
380,CAM-030,"Rua Francisco Lachowski, 135 - Campina do Siqueira",Campina do Siqueira,"-25,438781","-49,304541",Ver foto,ver croqui
381,CAM-031,"Alameda Júlia da Costa, 3060 - Campina do Siqueira",Campina do Siqueira,"-25,438077","-49,306225",Ver foto,ver croqui
382,CAM-032,"Rua Hildebrando Cordeiro, 25 - Campina do Siqueira",Campina do Siqueira,"-25,437143","-49,310471",Ver foto,ver croqui
383,CAM-033,"Rua Professor Pedro Viriato Parigot de Souza, 529 - Campina do Siqueira",Campina do Siqueira,"-25,43714","-49,313859",Ver foto,ver croqui
384,CAM-034,"Rua Martim Afonso, 3130 - Campina do Siqueira",Campina do Siqueira,"-25,437123","-49,307682",Ver foto,ver croqui
385,CAM-035,"Rua Martim Afonso, 3038 - Campina do Siqueira",Campina do Siqueira,"-25,436759","-49,306804",Ver foto,ver croqui
386,CAM-036,"Rua Engenheiro Serafim Voloschen, 331 - Campina do Siqueira",Campina do Siqueira,"-25,436675","-49,312292",Ver foto,ver croqui
387,CAM-037,"Rua Deputado Heitor Alencar Furtado, 54 - Campina do Siqueira",Campina do Siqueira,"-25,436368","-49,30869",Ver foto,ver croqui
388,CAM-038,"Rua Francisco Nadolny, 313 - Campina do Siqueira",Campina do Siqueira,"-25,435842","-49,313108",Ver foto,ver croqui
389,CAM-039,"Rua Engenheiro Serafim Voloschen, 206 - Campina do Siqueira",Campina do Siqueira,"-25,435778","-49,311618",Ver foto,ver croqui
390,CAM-040,"Rua Desembargador Augusto Guimarães Côrtes, 199 - Campina do Siqueira",Campina do Siqueira,"-25,435222","-49,313794",Ver foto,ver croqui
391,CAM-041,"Rua Francisco Nadolny, 175 - Campina do Siqueira",Campina do Siqueira,"-25,435028","-49,312164",Ver foto,ver croqui
392,CAM-042,"Rua Hildebrando Cordeiro, 422 - Campina do Siqueira",Campina do Siqueira,"-25,434272","-49,313129",Ver foto,ver croqui
393,CAS-002,"Avenida Manoel Ribas, 3398 - Cascatinha",Cascatinha,"-25,41468","-49,307963",Ver foto,ver croqui
394,CAS-003,Rua Lápis - Cascatinha,Cascatinha,"-25,42029","-49,308738",Ver foto,ver croqui
395,CAS-004,"Avenida Manoel Ribas, 2900 - Vista Alegre",Cascatinha,"-25,414519","-49,30431",Ver foto,ver croqui
396,CCV-001,Rua Inácio Lustosa - Centro Cívico,Centro Cívico,"-25,424329","-49,269704",Ver foto,ver croqui
397,CCV-002,Centro Cívico,Centro Cívico,"-25,422725","-49,269926",Ver foto,ver croqui
398,CCV-003,"Rua Senador Xavier da Silva, 488 - Centro Cívico",Centro Cívico,"-25,421659","-49,269787",Ver foto,ver croqui
399,CCV-004,Rua Senador Xavier da Silva - Centro Cívico,Centro Cívico,"-25,421572","-49,27071",Ver foto,ver croqui
400,CCV-005,"Rua Heitor Stockler de França, 396 - Centro Cívico",Centro Cívico,"-25,420477","-49,268951",Ver foto,ver croqui
401,CCV-006,"Rua Mateus Leme, 1190 - Centro Cívico",Centro Cívico,"-25,416826","-49,271165",Ver foto,ver croqui
402,CCV-007,Centro Cívico,Centro Cívico,"-25,416322","-49,268397",Ver foto,ver croqui
403,CCV-008,Rua Deputado Mário de Barros - Centro Cívico,Centro Cívico,"-25,413957","-49,267431",Ver foto,ver croqui
404,CCV-009,Rua Professor Benedito Nicolau dos Santos - Centro Cívico,Centro Cívico,"-25,413763","-49,266165",Ver foto,ver croqui
405,CCV-010,"Rua Professor Benedito Nicolau dos Santos, 558 - Centro Cívico",Centro Cívico,"-25,413027","-49,271036",Ver foto,ver croqui
406,CCV-011,Rua Deputado Mário de Barros - Centro Cívico,Centro Cívico,"-25,412368","-49,266144",Ver foto,ver croqui
407,CCV-012,"Rua Deputado Mário de Barros, 1548 - Centro Cívico",Centro Cívico,"-25,412127","-49,268889",Ver foto,ver croqui
408,CCV-013,"Rua Mateus Leme, 1764 - Centro Cívico",Centro Cívico,"-25,411903","-49,271465",Ver foto,ver croqui
409,CCV-014,"Rua Marechal Hermes, 247 - Centro Cívico",Centro Cívico,"-25,4170909","-49,2655152",Ver foto,ver croqui
